"","sd2.lon","sd2.lat"
"814",-89.3667,41.2833
"815",-88.1667,41.5
"816",-88.9667,38.5167
"817",-90.0167,38.6333
"818",-90.72237,41.35631
"819",-89.3228,37.575
"820",-88.13331,42.06679
"821",-90.83489,40.95929
"822",-91.0333,39.75
"823",-88.07596,38.75288
"824",-89.83974,38.28581
"825",-88.94478,40.5644
"826",-88.50773,41.73339
"827",-90.50431,40.54522
"828",-89.95,40.41671
"829",-88.11447,40.05512
"830",-88.13727,39.44117
"831",-89.2667,38.7
"832",-89.49659,40.89663
"833",-87.58543,41.88232
"834",-89.02116,37.71961
"835",-87.53955,41.61548
"836",-90.23232,40.12334
"837",-88.79989,40.16679
"838",-87.72635,41.90988
"839",-89.95883,38.70809
"840",-89.02131,37.31896
"841",-88.9535,39.84256
"842",-88.76666,42.0333
"843",-90.12993,41.01832
"844",-90.36101,38.95473
"845",-90.49389,41.22122
"846",-87.78824,42.1379
"847",-88.26267,41.88266
"848",-87.66671,40
"849",-89.6372,42.28883
"850",-89.3311,37.2089
"851",-89.3389,41.2552
"852",-88.6957,41.317
"853",-89.35,37.71671
"854",-88.12438,41.51131
"855",-89.08631,42.18117
"856",-87.86737,41.12089
"857",-87.97382,41.75181
"858",-87.7,39.35
"859",-89.92601,41.71749
"860",-88.36504,42.32034
"861",-90.2333,38.23941
"862",-87.70092,40.24705
"863",-90.59374,39.85421
"864",-88.75,37.20001
"865",-89.66503,37.76797
"866",-90.1978,39.67536
"867",-88.59,38.31501
"868",-88.30158,41.30342
"869",-88.31814,38.04406
"870",-89.62017,40.69994
"871",-90.60515,38.99681
"872",-89.3833,41.3167
"873",-91.3965,39.93184
"874",-88.87085,42.35035
"875",-88.96772,38.13244
"876",-89.1667,42.36671
"877",-90.59452,40.14652
"878",-90.20534,42.39668
"879",-88.77002,39.42001
"880",-89.65,39.8
"881",-88.9828,41.3169
"882",-87.72498,41.45632
"883",-89.40476,37.46757
"884",-89.62595,41.70194
"885",-87.87422,42.34929
"886",-90.9198,41.17024
"887",-89.4061,41.95978
"888",-88.61114,37.40557
"889",-86.3667,39.05
"890",-86.4,39.2167
"891",-86.7,39.2833
"892",-85.7667,39.5167
"893",-85.0667,39.5333
"894",-87.3167,40.3333
"895",-87.2333,40.3667
"896",-87.95,37.8833
"897",-87.95,37.9333
"898",-86.5833,38.1667
"899",-85.8333,41.55
"900",-86.9167,41.6667
"901",-85.4667,38.7167
"902",-85.5333,38.7167
"903",-85.42067,38.94862
"904",-86.4097,40.8003
"905",-86.83059,38.84414
"906",-85.9333,39.2
"907",-87.2701,41.5722
"908",-86.33833,39.92694
"909",-85.83445,41.65268
"910",-87.5752,37.9776
"911",-85.13285,41.19981
"912",-85.6,40.5333
"913",-87.18642,38.96777
"914",-86.03339,40.09074
"915",-85.47056,38.73818
"916",-87.00958,41.66292
"917",-86.03887,39.86939
"918",-86.06679,39.41033
"919",-86.629,39.927
"920",-87.41711,38.64528
"921",-86.91567,40.46048
"922",-86.3984,39.01518
"923",-86.72677,39.28625
"924",-85.2198,39.5953
"925",-85.18028,39.36375
"926",-85.79833,38.95941
"927",-85.36671,40.18328
"928",-85.3667,39.9167
"929",-86.66843,41.67762
"930",-87.34536,38.28988
"931",-84.90156,39.10207
"932",-87.9421,37.8924
"933",-84.97007,41.63435
"934",-86.60617,38.43469
"935",-85.2771,41.64184
"936",-86.36212,41.2754
"937",-84.95602,39.82893
"938",-85.20633,40.96009
"939",-86.25198,41.67637
"940",-87.30979,41.31999
"941",-85.0323,40.656
"942",-86.6333,41.4667
"943",-86.41698,38.72329
"944",-85.29236,41.42484
"945",-87.42528,39.10295
"946",-86.12258,41.12051
"947",-87.40703,39.41653
"948",-85.78873,41.32371
"949",-85.53939,41.53936
"950",-87.20523,39.88455
"951",-87.3015,38.05989
"952",-87.7807,38.34061
"953",-84.99358,39.59086
"954",-87.4894,40.9819
"955",-94.8333,38.8667
"956",-99.3333,38.8833
"957",-95.25,38.9833
"958",-95.2833,39
"959",-94.75,39.05
"960",-101.7833,39.2833
"961",-99.1167,39.6667
"962",-95.85,37.25
"963",-96.9833,37.25
"964",-97.1167,37.35
"965",-96.0667,37.3667
"966",-94.6833,37.3833
"967",-97.1167,37.3833
"968",-95.2333,37.4333
"969",-99.8833,37.4333
"970",-97.85,37.7667
"971",-94.7667,38.1833
"972",-98.7167,38.3667
"973",-97.65,38.4333
"974",-95.6833,38.6833
"975",-99.3833,38.7833
"976",-99.4167,38.8167
"977",-97.03928,37.03825
"978",-95.27133,38.78236
"979",-95.13417,39.60916
"980",-94.9004,39.17238
"981",-99.7667,38.75
"982",-98.6666,38.4333
"983",-101.85372,37.11045
"984",-100.00996,37.77774
"985",-96.8044,37.862
"986",-96.08346,38.4456
"987",-99.40184,38.83148
"988",-97.43379,38.05986
"989",-96.88128,39.00056
"990",-99.53,38.03
"991",-98.2667,37.6333
"992",-99.12233,39.68772
"993",-95.31111,38.99333
"994",-94.75,38.2833
"995",-100.85735,37.12221
"996",-96.5667,39.1833
"997",-97.07483,38.37723
"998",-94.85214,38.9127
"999",-95.40315,39.20137
"1000",-95.25276,37.4643
"1001",-98.4833,38.15
"1002",-97.8667,37.9
"1003",-98.42,37.13
"1004",-98.6833,37.5333
"1005",-100.90639,38.58432
"1006",-97.63103,38.84173
"1007",-94.9667,37.23331
"1008",-95.67794,39.04825
"1009",-96.97562,37.26472
"1010",-96.9662,39.2201
"1011",-97.34962,37.69123
"1012",-98.35913,39.46541
"1013",-99.40641,39.42307
"1014",-98.57105,38.94411
"1015",-84.8333,39.0333
"1016",-83.6,36.6333
"1017",-83.75,36.6667
"1018",-88.0667,36.85
"1019",-87.5,37.3333
"1020",-83.3667,37.4833
"1021",-87.5333,37.8
"1022",-87.5833,37.8333
"1023",-84.7833,38.35
"1024",-82.69992,38.46699
"1025",-88.9518,37.1228
"1026",-85.62752,37.90241
"1027",-86.4359,36.9159
"1028",-84.7463,38.9493
"1029",-88.19986,36.60028
"1030",-84.26111,36.88999
"1031",-84.77327,37.64627
"1032",-86.99575,37.69378
"1033",-86.06855,36.7426
"1034",-87.1016,36.7605
"1035",-84.24473,38.74738
"1036",-84.85252,38.22705
"1037",-85.9127,36.9956
"1038",-85.3688,37.2987
"1039",-85.83795,37.28352
"1040",-87.47296,36.86155
"1041",-84.77675,38.46333
"1042",-88.16833,36.93674
"1043",-84.09416,37.13538
"1044",-84.47187,37.92273
"1045",-85.74,37.57301
"1046",-85.62835,38.2929
"1047",-86.1101,37.18644
"1048",-86.1137,37.38964
"1049",-86.06984,37.91409
"1050",-86.95868,37.27755
"1051",-85.1217,36.96581
"1052",-83.5333,36.9333
"1053",-84.2638,37.6311
"1054",-87.23086,37.76297
"1055",-85.14535,38.18997
"1056",-84.60376,37.10245
"1057",-84.90227,38.78387
"1058",-84.8213,36.89721
"1059",-86.3469,36.71278
"1060",-91.4,32.3
"1061",-91.9667,32.5667
"1062",-92.95,32.5667
"1063",-89.3833,29.3
"1064",-92.7833,29.7167
"1065",-91.35,29.75
"1066",-90.1333,29.8
"1067",-90.8167,29.8
"1068",-93.45,29.8
"1069",-93.1,29.8667
"1070",-89.9833,29.9667
"1071",-92.6,30.2
"1072",-91.7167,30.35
"1073",-89.9833,30.3667
"1074",-90.0833,30.4333
"1075",-92.05,31.05
"1076",-93.5026,32.2932
"1077",-89.8,30.4833
"1078",-91.11937,30.36614
"1079",-92.05887,31.508
"1080",-92.95,32.78
"1081",-92.3667,31.10001
"1082",-93.11128,29.8159
"1083",-92.36188,30.11074
"1084",-92.24096,32.65827
"1085",-93.439,31.33401
"1086",-90.0458,29.1996
"1087",-90.7167,29.6
"1088",-93.71488,29.80103
"1089",-92.10423,30.19007
"1090",-93.3,30.15
"1091",-91.9,31.2333
"1092",-91.6833,30.28331
"1093",-92.81469,30.06264
"1094",-93.06353,31.82404
"1095",-91.89491,30.00174
"1096",-89.91668,30.02363
"1097",-89.7933,30.25
"1098",-92.1384,29.8744
"1099",-92.37649,30.76427
"1100",-90.47107,30.08675
"1101",-93.61639,32.3625
"1102",-93.38925,29.85445
"1103",-93.08752,30.03732
"1104",-93.89216,32.53712
"1105",-90.08856,30.42112
"1106",-91.3833,30.75
"1107",-91.36672,32.28328
"1108",-90.75,29.8167
"1109",-89.47666,29.33916
"1110",-92.4242,29.87438
"1111",-72.8667,42.1333
"1112",-71.1167,42.3
"1113",-72.2667,42.3167
"1114",-71.1667,42.3833
"1115",-71.0833,42.5333
"1116",-71.1667,42.55
"1117",-72.6,42.5833
"1118",-71.1667,42.6
"1119",-70.9,42.7167
"1120",-70.9333,41.6
"1121",-70.75,41.7167
"1122",-70.6333,41.7333
"1123",-70.2333,42.15
"1124",-71.1419,42.63497
"1125",-72.22032,42.59442
"1126",-70.62056,41.65165
"1127",-70.73004,42.61122
"1128",-73.25369,42.40863
"1129",-69.99677,41.72066
"1130",-72.8333,42.1
"1131",-71.43331,42.4333
"1132",-71.0955,42.39731
"1133",-71.64972,42.58694
"1134",-72.60023,42.58785
"1135",-70.65366,42.09732
"1136",-70.30017,41.70038
"1137",-71.3572,42.16747
"1138",-70.52068,41.35712
"1139",-70.09012,41.29011
"1140",-73.19369,42.64417
"1141",-70.89867,42.73976
"1142",-70.8667,41.60001
"1143",-72.6028,42.3439
"1144",-70.6012,41.87332
"1145",-72.27829,42.37117
"1146",-70.9333,42.21671
"1147",-73.32762,42.15167
"1148",-72.50893,42.12941
"1149",-72.0976,42.13723
"1150",-70.34948,41.27264
"1151",-71.03243,41.86906
"1152",-70.03564,41.98471
"1153",-71.66603,42.06706
"1154",-71.9333,42.51671
"1155",-71.79369,42.32376
"1156",-100.6333,49.7667
"1157",-98.25,50.1167
"1158",-97.55,49.1
"1159",-98.8333,49.8667
"1160",-97.3212,50.25626
"1161",-99.96198,49.84227
"1162",-99.2167,49.9
"1163",-98.00182,49.50264
"1164",-99.0291,49.6211
"1165",-100.04898,51.15043
"1166",-98.24403,50.10801
"1167",-99.36675,49.57656
"1168",-101.18836,49.10865
"1169",-100.9667,49.2833
"1170",-99.83879,50.24712
"1171",-98.10305,49.19229
"1172",-97.06513,50.1226
"1173",-98.26391,49.89473
"1174",-100.2333,50.0333
"1175",-97.12985,49.66553
"1176",-96.55,49.5833
"1177",-97.20173,49.8802
"1178",-75.8333,38.9
"1179",-76.6,39.4
"1180",-76.9,39.45
"1181",-75.7667,38.0333
"1182",-76.7333,38.3
"1183",-76.9833,38.4667
"1184",-77.0167,38.6833
"1185",-76.50653,39.00331
"1186",-76.49106,39.26615
"1187",-76.78518,38.9927
"1188",-77.40954,39.61954
"1189",-75.75773,38.02978
"1190",-75.9153,39.27622
"1191",-75.83504,38.90554
"1192",-75.94244,39.5333
"1193",-76.64145,38.75318
"1194",-76.19215,39.14269
"1195",-76.63348,39.48563
"1196",-76.41036,39.30889
"1197",-75.21223,38.31281
"1198",-76.42123,38.10611
"1199",-76.5037,38.3406
"1200",-77.03331,38.4833
"1201",-76.16704,39.6041
"1202",-75.7333,38.33331
"1203",-76.03705,38.36169
"1204",-77.32855,39.06706
"1205",-77.392,39.2841
"1206",-76.25307,38.75065
"1207",-76.98849,39.16047
"1208",-70.6167,43.1833
"1209",-69.5,43.95
"1210",-68.8667,44.0167
"1211",-69.9,44.0167
"1212",-68.8,44.4
"1213",-67.8,44.4833
"1214",-70.55,44.55
"1215",-67.3333,44.7167
"1216",-67.8667,45.65
"1217",-70.3167,43.6333
"1218",-69.7833,43.8
"1219",-69.78166,44.30716
"1220",-68.78614,44.7005
"1221",-68.94179,44.50733
"1222",-68.59083,44.43417
"1223",-70.47877,43.44335
"1224",-69.50726,44.16051
"1225",-69.74427,43.78025
"1226",-67.1788,44.9496
"1227",-67.94743,46.91257
"1228",-69.23229,45.16074
"1229",-68.67672,44.22918
"1230",-66.9852,44.9059
"1231",-68.335,44.5547
"1232",-70.16313,44.70309
"1233",-70.02682,43.82286
"1234",-69.3977,44.884
"1235",-70.20345,44.10515
"1236",-68.8834,43.85769
"1237",-67.32851,44.66691
"1238",-68.31164,44.33603
"1239",-69.31627,43.7648
"1240",-67.64908,44.53766
"1241",-68.68392,44.9052
"1242",-70.22419,43.58579
"1243",-69.46661,43.93324
"1244",-68.01549,46.68122
"1245",-70.66744,44.94342
"1246",-68.10761,44.4278
"1247",-70.81896,44.0725
"1248",-69.16835,44.08153
"1249",-69.33715,44.60826
"1250",-69.66308,44.56409
"1251",-70.62679,43.18107
"1252",-84.9833,42.35
"1253",-83.5667,42.4667
"1254",-86.05,42.8833
"1255",-85.0167,42.9833
"1256",-83.0667,43.1
"1257",-83.9833,43.5333
"1258",-87.0667,45.7667
"1259",-83.77812,42.3172
"1260",-82.66475,42.6273
"1261",-86.0054,42.54984
"1262",-84.679,42.301
"1263",-85.35517,44.98308
"1264",-83.45785,45.07096
"1265",-86.85447,46.33229
"1266",-85.39676,42.62425
"1267",-86.12826,44.63343
"1268",-86.4167,42.01671
"1269",-85.27947,42.37667
"1270",-83.93315,43.58048
"1271",-85.4971,44.20849
"1272",-84.4667,45.65
"1273",-84.0351,42.0916
"1274",-87.6338,45.63061
"1275",-86.30126,42.21484
"1276",-83.55104,42.72134
"1277",-86.0833,41.96671
"1278",-88.00001,47.45006
"1279",-84.49347,42.76598
"1280",-84.6611,42.5818
"1281",-83.84748,42.86151
"1282",-83.61735,43.10596
"1283",-85.97034,42.3091
"1284",-85.47197,43.00051
"1285",-87.45,46.28331
"1286",-83.83636,42.63054
"1287",-83.46591,44.82247
"1288",-88.50004,47.06674
"1289",-84.68418,44.42129
"1290",-87.5,45.38331
"1291",-86.1,42.75
"1292",-82.99917,43.97284
"1293",-86.06079,42.89243
"1294",-85.025,42.976
"1295",-88.6425,46.0924
"1296",-85.64816,42.29629
"1297",-88.50486,46.84322
"1298",-85.9013,43.90111
"1299",-87.0023,45.83905
"1300",-83.2428,43.0014
"1301",-84.36296,46.05382
"1302",-85.74479,44.91796
"1303",-86.41528,43.95613
"1304",-86.21358,44.30284
"1305",-85.33434,43.67355
"1306",-84.25001,43.56669
"1307",-86.21429,45.98312
"1308",-84.84838,43.62556
"1309",-87.3963,46.54388
"1310",-84.72801,45.81531
"1311",-86.25,43.21672
"1312",-85.9481,43.2642
"1313",-86.61667,41.81329
"1314",-84.25789,46.28791
"1315",-86.28317,41.82737
"1316",-83.3962,44.4828
"1317",-84.9,42.4333
"1318",-84.97088,45.37014
"1319",-82.52151,42.93465
"1320",-83.24595,42.78988
"1321",-83.9,45.4
"1322",-85.9667,46.25
"1323",-83.26929,44.7136
"1324",-85.53637,44.71544
"1325",-83.56504,43.62378
"1326",-84.38702,43.7776
"1327",-83.5655,44.30638
"1328",-84.20967,42.32446
"1329",-82.95335,42.70085
"1330",-85.03082,46.67848
"1331",-92.05,46.8167
"1332",-92.0167,46.8333
"1333",-94.5833,47.1
"1334",-94.8667,47.4333
"1335",-96.6,47.8
"1336",-90.3833,47.8333
"1337",-90.3833,47.85
"1338",-92.0167,44.2667
"1339",-92.5333,44.55
"1340",-92.5333,44.5333
"1341",-92.8167,44.65
"1342",-92.7667,44.6833
"1343",-94.35,44.8667
"1344",-94.3,45.5333
"1345",-92.7666,44.901
"1346",-96.06957,48.42681
"1347",-93.3912,43.64688
"1348",-92.21229,47.48998
"1349",-92.96988,43.66275
"1350",-95.35759,45.94203
"1351",-94.86365,47.43923
"1352",-93.22121,44.81511
"1353",-96.36636,46.81876
"1354",-96.43333,45.28333
"1355",-95.6333,46.38333
"1356",-93.20201,45.39671
"1357",-96.49755,47.70227
"1358",-92.43993,46.65399
"1359",-95.67456,44.60908
"1360",-93.95766,46.48249
"1361",-95.86701,46.83619
"1362",-92.03336,46.84607
"1363",-93.52438,44.86173
"1364",-91.82587,47.87527
"1365",-93.19141,44.36316
"1366",-96.07459,46.28041
"1367",-95.4431,44.8182
"1368",-96.1739,47.6782
"1369",-90.42424,47.77967
"1370",-93.65498,47.2641
"1371",-92.9,44.66673
"1372",-92.92724,47.43003
"1373",-93.88315,44.53763
"1374",-93.3833,48.5667
"1375",-95.19445,47.22585
"1376",-95.11431,43.63042
"1377",-95.28408,44.2361
"1378",-94.35,45.9667
"1379",-94.85514,45.96538
"1380",-95.961,45.0132
"1381",-95.8158,44.3556
"1382",-94.50259,45.16728
"1383",-93.31155,45.14377
"1384",-94.00321,44.16776
"1385",-95.04994,43.94026
"1386",-95.90065,45.58973
"1387",-94.34178,44.88513
"1388",-94.4604,44.3126
"1389",-93.89615,45.23579
"1390",-93.14639,44.06599
"1391",-92.586,46.33901
"1392",-94.48333,46.33331
"1393",-93.3333,46.53331
"1394",-92.49808,44.06156
"1395",-95.76855,48.86976
"1396",-92.45033,44.48901
"1397",-94.25605,45.56468
"1398",-93.73651,45.49432
"1399",-92.8978,45.12472
"1400",-93.12616,45.00615
"1401",-95.60307,46.96295
"1402",-91.7402,47.0028
"1403",-94.19852,46.66054
"1404",-92.54677,47.47742
"1405",-92.03978,44.26532
"1406",-92.05507,44.05045
"1407",-91.6506,44.03682
"1408",-94.58712,47.05792
"1409",-95.00148,45.21186
"1410",-96.7687,48.1955
"1411",-92.8157,45.3932
"1412",-91.7,38.9
"1413",-94.2667,38.9167
"1414",-94.4667,39.05
"1415",-94.6,39.1667
"1416",-94.25,39.2167
"1417",-94.6,39.25
"1418",-94.5833,39.3833
"1419",-94.3667,36.75
"1420",-89.9167,37.8667
"1421",-90.7667,37.9333
"1422",-94,38
"1423",-94.5,38.0833
"1424",-90.4833,38.3
"1425",-92.8167,38.3
"1426",-90.7667,38.5333
"1427",-89.2667,36.66671
"1428",-91.00695,36.95852
"1429",-90.7808,39.16669
"1430",-90.24331,38.82242
"1431",-92.33483,38.89154
"1432",-93.29055,38.53531
"1433",-92.9833,37.71671
"1434",-94.35,37.0667
"1435",-91.78266,37.46112
"1436",-93.9667,40.03331
"1437",-91.35,39.7
"1438",-94.357,38.02
"1439",-92.18343,38.58154
"1440",-94.46016,37.05481
"1441",-94.40494,38.94876
"1442",-92.58293,40.19375
"1443",-93.62635,38.7434
"1444",-92.6167,37.6333
"1445",-94.47329,37.47624
"1446",-94.91981,40.34634
"1447",-90.2,36.98331
"1448",-93.8217,38.25208
"1449",-91.56984,37.95945
"1450",-94.3333,38.7333
"1451",-90.4462,38.8793
"1452",-90.55,37.1833
"1453",-90.41494,36.76757
"1454",-95.2667,40.0833
"1455",-94.84401,39.79725
"1456",-93.22415,39.67415
"1457",-93.23898,37.2174
"1458",-91.1,38.1667
"1459",-93.183,36.60698
"1460",-94.5647,39.47248
"1461",-91.1833,39.4667
"1462",-90.69039,38.71176
"1463",-88.6667,32.3667
"1464",-91,33.0833
"1465",-91,33.1333
"1466",-88.7833,33.2833
"1467",-89.75,33.8333
"1468",-89.2167,34.6667
"1469",-91.45,31.1667
"1470",-88.8833,31.8167
"1471",-90.1306,34.76244
"1472",-89.18921,31.07205
"1473",-91.1833,31.75
"1474",-88.51905,34.93915
"1475",-90.9545,33.7769
"1476",-90.58,32.54581
"1477",-89.70156,33.80512
"1478",-89.31659,31.3073
"1479",-90.00396,32.4476
"1480",-88.71185,30.43661
"1481",-88.72296,32.46763
"1482",-90.49305,34.49369
"1483",-91.3792,31.6167
"1484",-88.78366,33.27108
"1485",-89.69,30.48
"1486",-89.50345,30.29061
"1487",-90.24791,33.36239
"1488",-89.72216,34.46998
"1489",-90.3667,33.9667
"1490",-88.70119,34.22762
"1491",-90.90678,32.31078
"1492",-90.98565,33.097
"1493",-111.9833,46.6667
"1494",-114,46.8667
"1495",-114.1,47.4333
"1496",-111.6667,47.5
"1497",-114.0667,48.0667
"1498",-115.4667,48.3667
"1499",-109.7167,48.5
"1500",-112.1167,46.1167
"1501",-114.08883,48.09522
"1502",-107.8,45.3333
"1503",-108.4333,45.81671
"1504",-107.72867,48.39259
"1505",-111.0667,45.68331
"1506",-112.85786,45.00165
"1507",-110.9667,48.36671
"1508",-111.65,45.40001
"1509",-115.05191,48.87685
"1510",-106.44864,48.00936
"1511",-111.33639,47.46944
"1512",-112.765,46.3892
"1513",-113.99387,48.51998
"1514",-114.12687,46.25255
"1515",-111.9833,46.6833
"1516",-114.33051,48.24039
"1517",-109.42388,47.06686
"1518",-115.4667,48.38332
"1519",-108.52447,47.91677
"1520",-105.87546,46.42672
"1521",-114.03429,46.91321
"1522",-107.5333,48.53331
"1523",-108.542,46.44871
"1524",-114.1182,47.4281
"1525",-115.86905,48.02256
"1526",-110.4874,45.63935
"1527",-108.03033,45.9835
"1528",-112.194,45.435
"1529",-114.09218,46.51296
"1530",-111.55524,45.84514
"1531",-115.88935,48.46357
"1532",-111.5833,46.3
"1533",-113.70951,47.52696
"1534",-112.85896,46.20081
"1535",-111.29584,44.79915
"1536",-110.70068,45.02526
"1537",-67.7333,47.0333
"1538",-66.1,45.3
"1539",-65.0167,45.6167
"1540",-64.7333,45.6833
"1541",-64.8,46.1
"1542",-66.7889,45.05309
"1543",-64.77791,46.48738
"1544",-64.95583,47.79062
"1545",-63.91668,46.11673
"1546",-66.40593,47.98295
"1547",-68.32584,47.45947
"1548",-66.58323,45.91172
"1549",-65.0167,45.60002
"1550",-66.8,44.68332
"1551",-64.625,47.8117
"1552",-66.1714,45.8668
"1553",-64.9167,46.8167
"1554",-66.95865,45.94911
"1555",-64.6126,45.9
"1556",-65.4792,47.031
"1557",-64.78709,46.0854
"1558",-64.505,47.966
"1559",-65.9189,45.4795
"1560",-64.7333,45.68331
"1561",-67.0677,45.1833
"1562",-64.57542,46.27226
"1563",-67.78424,47.18919
"1564",-67.36676,45.20043
"1565",-64.36025,45.90425
"1566",-65.113,46.01469
"1567",-64.90927,47.52525
"1568",-67.6,46.1667
"1569",-78.05,33.9
"1570",-76.4667,34.6667
"1571",-76.7167,34.7667
"1572",-77.0333,35.0833
"1573",-77.0667,35.0833
"1574",-82.65,35.15
"1575",-82.6833,35.15
"1576",-79.35,35.2
"1577",-82.75,35.2333
"1578",-81.1333,35.2667
"1579",-78.8333,35.4333
"1580",-76.1833,35.45
"1581",-82.45,35.6667
"1582",-82.0167,35.7
"1583",-82.15,35.75
"1584",-78.6333,35.7833
"1585",-80.0167,35.9667
"1586",-75.7167,36.0167
"1587",-77.7333,36.0167
"1588",-81.1667,36.15
"1589",-79.7833,36.2333
"1590",-81.8,36.0833
"1591",-81.85,36.0833
"1592",-80.4333,36.3167
"1593",-77.5833,36.4
"1594",-77.6,36.4
"1595",-79.75,36.4167
"1596",-78.85,35.0667
"1597",-79.40031,36.06932
"1598",-76.08,35.77001
"1599",-82.40331,35.60002
"1600",-83.03657,35.45323
"1601",-75.54584,35.78243
"1602",-82.67221,35.18321
"1603",-76.93444,35.4719
"1604",-78.8479,35.10048
"1605",-75.60672,35.2188
"1606",-79.05577,35.91314
"1607",-80.87589,35.17649
"1608",-81.30956,35.79179
"1609",-78.89073,36.08682
"1610",-78.6162,35.9969
"1611",-83.43721,35.15311
"1612",-81.1334,35.2609
"1613",-81.75308,36.18875
"1614",-79.83701,36.11632
"1615",-77.23873,35.58848
"1616",-82.55301,35.34303
"1617",-77.73131,34.34065
"1618",-83.19712,35.05259
